iter	Logloss
149	0.4303898006
150	0.4292142496
151	0.4282400987
152	0.4271053342
153	0.4260096005
154	0.4253664909
155	0.4241557083
156	0.4228902309
157	0.4219092701
158	0.420645106
159	0.4194301742
160	0.4184460672
161	0.4177214063
162	0.4165938707
163	0.4158646546
164	0.4148024906
165	0.4138088067
166	0.4124775871
167	0.4116808966
168	0.4105959641
169	0.4098204864
170	0.4090056116
171	0.4082351714
172	0.4068726765
173	0.4052892748
174	0.4043379269
175	0.4034817046
176	0.4023456669
177	0.4017308064
178	0.4009058638
179	0.4000807113
180	0.3983446666
181	0.3975534988
182	0.3961000687
183	0.3950410541
184	0.3942687145
185	0.3931231023
186	0.3923884646
187	0.3911157297
188	0.3903404578
189	0.3899286165
190	0.3890741232
191	0.3883307005
192	0.3876282506
193	0.3864508744
194	0.38559845
195	0.3849611816
196	0.3841550766
197	0.3834834056
198	0.3826181265
199	0.3814562632
200	0.3806952762
201	0.379845061
202	0.3790533119
203	0.3778588186
204	0.3766605131
205	0.3758749289
206	0.3746974151
207	0.3736209981
208	0.3728879889
209	0.3721688631
210	0.3709276864
211	0.3704275387
212	0.3693026092
213	0.3683280261
214	0.3676220699
215	0.3669762303
216	0.366218777
217	0.3655142862
218	0.3647311282
219	0.3635504549
220	0.3626100995
221	0.3622691384
222	0.3613893058
223	0.3603759264
224	0.3591316573
225	0.358390917
226	0.3576374992
227	0.3569035591
228	0.3558532911
229	0.3553236739
230	0.3543988152
231	0.3539518264
232	0.3531267985
233	0.3523276498
234	0.3518526895
235	0.3510341632
236	0.350297539
237	0.3497904727
238	0.3490416643
239	0.3482725096
240	0.347188217
241	0.3464682254
242	0.3455324988
243	0.3448810143
244	0.34376511
245	0.3430427932
246	0.3424368045
247	0.3419730844
248	0.3412370466
249	0.340526177
250	0.3399176593
251	0.3392517107
252	0.3387337177
253	0.3379086707
254	0.3372913859
255	0.3363467879
256	0.3355691702
257	0.334847191
258	0.3343404192
259	0.3336475019
260	0.3327667709
261	0.3322048827
262	0.331578833
263	0.3308275258
264	0.3302702537
265	0.329836484
266	0.3288500364
267	0.3283212541
268	0.3278654629
269	0.3272800977
270	0.3265767216
271	0.3261885161
272	0.3254219104
273	0.3248032397
274	0.3243978303
275	0.3233983121
276	0.322865017
277	0.3219587757
278	0.3212801825
279	0.3208544647
280	0.3202508266
281	0.3195341641
282	0.3190272289
283	0.3182562705
284	0.3177137351
285	0.3169092966
286	0.3160568572
287	0.315604221
288	0.3148970897
289	0.3142485922
290	0.3136798163
291	0.3130988782
292	0.3123588203
293	0.3114874869
294	0.3111837898
295	0.3104258981
296	0.310028843
297	0.3095275129
298	0.3088993671
299	0.308121185
300	0.3074425335
301	0.3067669798
302	0.3058737531
303	0.3051527013
304	0.3044592374
305	0.3041750352
306	0.303632053
307	0.302945702
308	0.3024477725
309	0.3017296565
310	0.3011029673
311	0.3001733964
312	0.2996413996
313	0.2990827274
314	0.2984581482
315	0.2979654845
316	0.2972681442
317	0.296705113
318	0.2963244409
319	0.2956069078
320	0.2948994342
321	0.2941204965
322	0.2934561007
323	0.2929262803
324	0.2922281948
325	0.2916812442
326	0.2905585692
327	0.2901294191
328	0.2895385143
329	0.2889529165
330	0.2885436326
331	0.2880029303
332	0.2873685096
333	0.2866799673
334	0.2860723934
335	0.2855827239
336	0.2849838362
337	0.2843376921
338	0.2838597455
339	0.2834601237
340	0.2831392732
341	0.2825483414
342	0.2818385475
343	0.2813570252
344	0.280852699
345	0.2805961938
346	0.2800455828
347	0.2795736504
348	0.2789916015
349	0.2786717153
350	0.278060376
351	0.2773852275
352	0.2768241837
353	0.276386442
354	0.2758020604
355	0.2753820044
356	0.2750217092
357	0.274524194
358	0.2741489052
359	0.2735120209
360	0.2732272282
361	0.2728462653
362	0.2721817946
363	0.2719876864
364	0.2711767542
365	0.2706187492
366	0.2700770269
367	0.2697117542
368	0.2692869614
369	0.2687252726
370	0.2682102019
371	0.2677555361
372	0.2674283222
373	0.2669575433
374	0.2664700369
375	0.2661714253
376	0.2658232196
377	0.2654412876
378	0.2650509365
379	0.264765736
380	0.2641046447
381	0.2637014798
382	0.2633133462
383	0.2628400441
384	0.2624264701
385	0.2619902454
386	0.2615597879
387	0.2610776007
388	0.2604719373
389	0.2600198503
390	0.2594249843
391	0.2590268375
392	0.2585611524
393	0.258161424
394	0.2576323445
395	0.2571275731
396	0.256837982
397	0.2561438796
398	0.2555533072
399	0.2553458281
400	0.254865299
401	0.2545988367
402	0.2542414432
403	0.2538195482
404	0.2534686865
405	0.2529861434
406	0.2527822423
407	0.252432698
408	0.2521807564
409	0.2519509729
410	0.2517014747
411	0.2512233917
412	0.2507659958
413	0.2501871429
414	0.2498513154
415	0.2492751495
416	0.2488186264
417	0.2484285781
418	0.2480787123
419	0.2477024686
420	0.2472768191
421	0.2468635377
422	0.2464704304
423	0.24604855
424	0.2455529515
425	0.2450656343
426	0.2443639335
427	0.2438739608
428	0.2437038662
429	0.2429603716
430	0.2427136293
431	0.2421970762
432	0.2415550891
433	0.2411823601
434	0.2407988063
435	0.2403932998
436	0.2399537221
437	0.2395822941
438	0.2391338845
439	0.2385608605
440	0.2381605225
441	0.23759553
442	0.2369461963
443	0.2365294302
444	0.2362225984
445	0.235918268
446	0.2354854305
447	0.2350468689
448	0.2346863981
449	0.2341686718
450	0.2335753129
451	0.2332027972
452	0.2329273848
453	0.23237704
454	0.2320825243
455	0.2313786636
456	0.2309864827
457	0.2306528041
458	0.2301266957
459	0.2294562538
460	0.229007305
461	0.2287239053
462	0.2284236743
463	0.2281938145
464	0.2279052618
465	0.2276212556
466	0.2271324184
467	0.2267255905
468	0.2263870759
469	0.2258482239
470	0.2255472822
471	0.2253528529
472	0.2249333786
473	0.2245730922
474	0.2244584934
475	0.2240702363
476	0.2234653123
477	0.2232119867
478	0.222945825
479	0.2226866273
480	0.2224153952
481	0.2219627296
482	0.2214690682
483	0.2208386257
484	0.220628519
485	0.2200390905
486	0.219478846
487	0.2190532191
488	0.2187661305
489	0.2184618928
490	0.2179645797
491	0.2176399545
492	0.2173367698
493	0.216971625
494	0.2166674758
495	0.2163625525
496	0.2160463827
497	0.2156694252
498	0.2153760812
499	0.2151069212
500	0.2147654235
501	0.214465931
502	0.2141946649
503	0.213934424
504	0.2133141098
505	0.2129896523
506	0.2127116898
507	0.2124232055
508	0.2120969695
509	0.2119309564
510	0.211689802
511	0.2113018266
512	0.2109999193
513	0.2108734857
514	0.2106416076
515	0.2102693343
516	0.2099773681
517	0.2094614048
518	0.2092403612
519	0.2089702144
520	0.2084574835
521	0.2082264016
522	0.2079216207
523	0.2075600829
524	0.2070023596
525	0.206632337
526	0.2063089065
527	0.2059398102
528	0.205499791
529	0.2051855322
530	0.204901421
531	0.2045791362
532	0.2044974127
533	0.2042388953
534	0.2038774714
535	0.2035458008
536	0.2033530405
537	0.2030915654
538	0.2029542107
539	0.2024768094
540	0.2022238858
541	0.2019115755
542	0.2017730813
543	0.201535349
544	0.20102297
545	0.2007060596
546	0.2004933041
547	0.2002329407
548	0.1998967714
549	0.1995442621
550	0.1991620553
551	0.1988192578
552	0.1985673372
553	0.1982945563
554	0.197891743
555	0.1975839435
556	0.1974022844
557	0.1971313505
558	0.1968308145
559	0.1967056529
560	0.1964180907
561	0.1962062469
562	0.1960160789
563	0.195734418
564	0.1955622503
565	0.1953356582
566	0.1951356516
567	0.1949301329
568	0.194814266
569	0.194281298
570	0.194066803
571	0.1938916962
572	0.1937585304
573	0.1935176151
574	0.193214664
575	0.1926771499
576	0.192443785
577	0.1922904918
578	0.1920884554
579	0.1917294305
580	0.1913189633
581	0.1910885708
582	0.1908648616
583	0.1907010652
584	0.190402216
585	0.1900586401
586	0.1896914133
587	0.1893644571
588	0.189092312
589	0.188897409
590	0.1888198651
591	0.1884818885
592	0.1882958606
593	0.1881332108
594	0.1877489344
595	0.1873319543
596	0.1870450497
597	0.186740419
598	0.1866615749
599	0.1863300492
600	0.1861604695
601	0.1859475406
602	0.1857580802
603	0.1855027712
604	0.185226552
605	0.1850346692
606	0.1849187653
607	0.1846485279
608	0.1844320064
609	0.1841206453
610	0.1839282358
611	0.1837387254
612	0.1835296853
613	0.1831698315
614	0.1828622594
615	0.1826338137
616	0.1823911794
617	0.1821297077
618	0.1820532087
619	0.1818704557
620	0.1815712804
621	0.1811716568
622	0.1810684491
623	0.1808253436
624	0.1805915587
625	0.18020081
626	0.1800555142
627	0.1798445017
628	0.1795014303
629	0.179258633
630	0.179083818
631	0.1787436898
632	0.1784904909
633	0.1781786657
634	0.1778268086
635	0.1774969237
636	0.1771569432
637	0.1768908883
638	0.1767518102
639	0.1764112332
640	0.1761105979
641	0.1758449066
642	0.1756970547
643	0.1754037851
644	0.1751173397
645	0.1749150388
646	0.1746278519
647	0.1743914994
648	0.1741976949
649	0.173922352
650	0.1736123735
651	0.1734055186
652	0.1731268427
653	0.1728919481
654	0.172685344
655	0.1725082658
656	0.1721817721
657	0.171951841
658	0.171751591
659	0.171475614
660	0.1713040395
661	0.1709871636
662	0.1706121149
663	0.1702312094
664	0.1701135739
665	0.1698816939
666	0.1696259374
667	0.1692074738
668	0.1689074307
669	0.1687569233
670	0.1685498313
671	0.168353389
672	0.1679704277
673	0.1676953704
674	0.1674044767
675	0.1672201455
676	0.1669777655
677	0.1667242201
678	0.1664987877
679	0.166337621
680	0.1662313593
681	0.1660639997
682	0.1658780937
683	0.1656391031
684	0.1654888111
685	0.165376306
686	0.1651491848
687	0.1649835967
688	0.1647297024
689	0.1646021237
690	0.1644202376
691	0.1639370515
692	0.163751306
693	0.1634805392
694	0.1633469875
695	0.1632499296
696	0.1630212182
697	0.1628448952
698	0.1626147402
699	0.1624277185
700	0.1621762935
701	0.1619205245
702	0.161836394
703	0.1616446407
704	0.161429453
705	0.1612985197
706	0.1610643782
707	0.1607744674
708	0.1604890737
709	0.1603454101
710	0.160088294
711	0.1599483388
712	0.1597629593
713	0.1596495307
714	0.1594277543
715	0.1591778473
716	0.1590474139
717	0.1588145065
718	0.1585813981
719	0.158385308
720	0.1581362209
721	0.1578214626
722	0.157426487
723	0.157227576
724	0.1570402751
725	0.1567567647
726	0.1565607376
727	0.1564088933
728	0.1562102314
729	0.1560143626
730	0.1558082614
731	0.1555829137
732	0.1554246687
733	0.1552350909
734	0.1550021504
735	0.1548343714
736	0.1546982175
737	0.1543248073
738	0.1541070334
739	0.1538772876
740	0.153558904
741	0.1533894359
742	0.1532025769
743	0.1529998244
744	0.1528002737
745	0.1526444477
746	0.1525591189
747	0.1523945092
748	0.1521971388
749	0.1520053783
750	0.1518132121
751	0.1516253222
752	0.1514347061
753	0.1512644656
754	0.151018135
755	0.1509494355
756	0.1506462426
757	0.1502405583
758	0.1500512394
759	0.1498447568
760	0.1496010966
761	0.1493536173
762	0.1489893212
763	0.1487915986
764	0.1485642095
765	0.1484208721
766	0.1482857271
767	0.148084259
768	0.1479528806
769	0.1478516846
770	0.1477171265
771	0.1475195239
